traffic_indicator_DT,traffic_indicator_XGB,traffic_indicator_LGBM,traffic_indicator_LR,date,day,location,month,time_block,weather
2.0,2.03,2.04,2.28,15,tue,cantonment,jun,c,1
2.0,2.04,2.04,2.28,15,tue,cantonment,jun,d,1
2.0,2.04,2.04,2.28,15,tue,cantonment,jun,e,1
2.0,1.96,1.96,2.28,15,tue,cantonment,jun,f,1
2.0,1.96,1.97,2.29,15,wed,cantonment,jun,a,1
2.0,2.07,2.04,2.29,15,wed,cantonment,jun,b,1
2.0,2.04,2.04,2.29,15,wed,cantonment,jun,c,1
2.0,2.05,2.04,2.29,15,wed,cantonment,jun,d,1
2.0,2.05,2.04,2.29,15,wed,cantonment,jun,e,1
2.0,1.97,1.96,2.29,15,wed,cantonment,jun,f,1
2.0,1.95,1.97,2.28,16,sun,cantonment,jun,a,1
2.0,2.06,2.04,2.28,16,sun,cantonment,jun,b,1
2.0,2.02,2.04,2.28,16,sun,cantonment,jun,c,1
2.0,2.04,2.04,2.28,16,sun,cantonment,jun,d,1
2.0,2.04,2.04,2.27,16,sun,cantonment,jun,e,1
2.0,1.95,1.96,2.27,16,sun,cantonment,jun,f,1
2.0,1.95,1.97,2.28,16,thu,cantonment,jun,a,1
2.0,2.06,2.04,2.28,16,thu,cantonment,jun,b,1
2.0,2.02,2.04,2.28,16,thu,cantonment,jun,c,1
2.0,2.03,2.04,2.28,16,thu,cantonment,jun,d,1
2.0,2.04,2.04,2.28,16,thu,cantonment,jun,e,1
2.0,1.95,1.96,2.28,16,thu,cantonment,jun,f,1
2.0,1.96,1.97,2.28,16,tue,cantonment,jun,a,1
2.0,2.05,2.04,2.28,16,tue,cantonment,jun,b,1
2.0,2.03,2.04,2.28,16,tue,cantonment,jun,c,1
2.0,2.04,2.04,2.28,16,tue,cantonment,jun,d,1
2.0,2.04,2.04,2.28,16,tue,cantonment,jun,e,1
2.0,1.96,1.96,2.28,16,tue,cantonment,jun,f,1
2.0,1.96,1.97,2.29,16,wed,cantonment,jun,a,1
2.0,2.06,2.04,2.29,16,wed,cantonment,jun,b,1
2.0,2.03,2.04,2.29,16,wed,cantonment,jun,c,1
2.0,2.04,2.04,2.29,16,wed,cantonment,jun,d,1
2.0,2.04,2.04,2.29,16,wed,cantonment,jun,e,1
2.0,1.96,1.96,2.29,16,wed,cantonment,jun,f,1
2.0,1.96,1.97,2.27,17,fri,cantonment,jun,a,1
2.0,1.98,1.99,2.27,17,fri,cantonment,jun,b,1
2.0,1.96,1.99,2.26,17,fri,cantonment,jun,c,1
2.0,1.96,1.99,2.26,17,fri,cantonment,jun,d,1
2.0,1.98,1.99,2.26,17,fri,cantonment,jun,e,1
2.0,2.12,1.96,2.26,17,fri,cantonment,jun,f,1
2.0,1.96,1.97,2.27,17,mon,cantonment,jun,a,1
2.0,2.08,2.04,2.27,17,mon,cantonment,jun,b,1
2.0,2.06,2.04,2.27,17,mon,cantonment,jun,c,1
2.0,2.06,2.04,2.27,17,mon,cantonment,jun,d,1
2.0,2.05,2.04,2.27,17,mon,cantonment,jun,e,1
2.0,1.95,1.96,2.27,17,mon,cantonment,jun,f,1
2.0,1.96,1.97,2.28,17,thu,cantonment,jun,a,1
2.0,2.07,2.04,2.28,17,thu,cantonment,jun,b,1
2.0,2.04,2.04,2.28,17,thu,cantonment,jun,c,1
2.0,2.05,2.04,2.28,17,thu,cantonment,jun,d,1
2.0,2.06,2.04,2.28,17,thu,cantonment,jun,e,1
2.0,1.96,1.96,2.28,17,thu,cantonment,jun,f,1
2.0,1.98,1.97,2.29,17,wed,cantonment,jun,a,1
2.0,2.08,2.04,2.29,17,wed,cantonment,jun,b,1
2.0,2.06,2.04,2.29,17,wed,cantonment,jun,c,1
2.0,2.06,2.04,2.29,17,wed,cantonment,jun,d,1
2.0,2.06,2.04,2.29,17,wed,cantonment,jun,e,1
2.0,1.98,1.96,2.29,17,wed,cantonment,jun,f,1
2.0,1.95,1.97,2.27,18,fri,cantonment,jun,a,1
2.0,1.93,1.99,2.27,18,fri,cantonment,jun,b,1
2.0,1.96,1.99,2.27,18,fri,cantonment,jun,c,1
2.0,1.96,1.99,2.26,18,fri,cantonment,jun,d,1
2.0,1.98,1.99,2.26,18,fri,cantonment,jun,e,1
2.0,2.13,1.96,2.26,18,fri,cantonment,jun,f,1
2.0,1.95,1.97,2.27,18,sat,cantonment,jun,a,1
2.0,2.04,2.04,2.27,18,sat,cantonment,jun,b,1
2.0,2.05,2.04,2.27,18,sat,cantonment,jun,c,1
2.0,2.05,2.04,2.27,18,sat,cantonment,jun,d,1
2.0,2.06,2.04,2.27,18,sat,cantonment,jun,e,1
2.0,1.96,1.96,2.27,18,sat,cantonment,jun,f,1
2.0,1.95,1.97,2.28,18,thu,cantonment,jun,a,1
2.0,2.03,2.04,2.28,18,thu,cantonment,jun,b,1
2.0,2.04,2.04,2.28,18,thu,cantonment,jun,c,1
2.0,2.06,2.04,2.28,18,thu,cantonment,jun,d,1
2.0,2.06,2.04,2.28,18,thu,cantonment,jun,e,1
2.0,1.96,1.96,2.28,18,thu,cantonment,jun,f,1
2.0,1.95,1.97,2.29,18,tue,cantonment,jun,a,1
2.0,2.03,2.04,2.29,18,tue,cantonment,jun,b,1
2.0,2.04,2.04,2.28,18,tue,cantonment,jun,c,1
2.0,2.04,2.04,2.28,18,tue,cantonment,jun,d,1
2.0,2.05,2.04,2.28,18,tue,cantonment,jun,e,1
2.0,1.96,1.96,2.28,18,tue,cantonment,jun,f,1
2.0,1.97,1.97,2.27,19,fri,cantonment,jun,a,1
2.0,1.94,1.99,2.27,19,fri,cantonment,jun,b,1
2.0,1.97,1.99,2.27,19,fri,cantonment,jun,c,1
2.0,1.96,1.99,2.27,19,fri,cantonment,jun,d,1
2.0,1.99,1.99,2.26,19,fri,cantonment,jun,e,1
2.0,2.13,1.96,2.26,19,fri,cantonment,jun,f,1
2.0,1.97,1.97,2.27,19,sat,cantonment,jun,a,1
2.0,2.06,2.04,2.27,19,sat,cantonment,jun,b,1
2.0,2.06,2.04,2.27,19,sat,cantonment,jun,c,1
2.0,2.06,2.04,2.27,19,sat,cantonment,jun,d,1
2.0,2.06,2.04,2.27,19,sat,cantonment,jun,e,1
2.0,1.96,1.96,2.27,19,sat,cantonment,jun,f,1
2.0,1.96,1.97,2.28,19,sun,cantonment,jun,a,1
2.0,2.05,2.04,2.28,19,sun,cantonment,jun,b,1
2.0,2.04,2.04,2.28,19,sun,cantonment,jun,c,1
2.0,2.06,2.04,2.28,19,sun,cantonment,jun,d,1
2.0,2.07,2.04,2.28,19,sun,cantonment,jun,e,1
2.0,1.97,1.96,2.28,19,sun,cantonment,jun,f,1
2.0,1.97,1.97,2.29,19,wed,cantonment,jun,a,1
2.0,2.05,2.04,2.29,19,wed,cantonment,jun,b,1
2.0,2.05,2.04,2.29,19,wed,cantonment,jun,c,1
2.0,2.05,2.04,2.29,19,wed,cantonment,jun,d,1
2.0,2.05,2.04,2.29,19,wed,cantonment,jun,e,1
2.0,1.97,1.96,2.29,19,wed,cantonment,jun,f,1
2.0,1.94,1.97,2.27,20,mon,cantonment,jun,a,1
2.0,2.02,2.04,2.27,20,mon,cantonment,jun,b,1
2.0,2.03,2.04,2.27,20,mon,cantonment,jun,c,1
2.0,2.04,2.04,2.27,20,mon,cantonment,jun,d,1
2.0,2.04,2.04,2.27,20,mon,cantonment,jun,e,1
2.0,1.94,1.96,2.27,20,mon,cantonment,jun,f,1
2.0,1.96,1.97,2.27,20,sat,cantonment,jun,a,1
2.0,2.05,2.04,2.27,20,sat,cantonment,jun,b,1
2.0,2.04,2.04,2.27,20,sat,cantonment,jun,c,1
2.0,2.04,2.04,2.27,20,sat,cantonment,jun,d,1
2.0,2.05,2.04,2.27,20,sat,cantonment,jun,e,1
2.0,1.96,1.96,2.27,20,sat,cantonment,jun,f,1
2.0,1.95,1.97,2.28,20,sun,cantonment,jun,a,1
2.0,2.04,2.04,2.28,20,sun,cantonment,jun,b,1
2.0,2.02,2.04,2.28,20,sun,cantonment,jun,c,1
2.0,2.05,2.04,2.28,20,sun,cantonment,jun,d,1
2.0,2.05,2.04,2.28,20,sun,cantonment,jun,e,1
2.0,1.96,1.96,2.28,20,sun,cantonment,jun,f,1
2.0,1.95,1.97,2.28,20,thu,cantonment,jun,a,1
2.0,2.04,2.04,2.28,20,thu,cantonment,jun,b,1
2.0,2.02,2.04,2.28,20,thu,cantonment,jun,c,1
2.0,2.04,2.04,2.28,20,thu,cantonment,jun,d,1
2.0,2.05,2.04,2.28,20,thu,cantonment,jun,e,1
2.0,1.96,1.96,2.28,20,thu,cantonment,jun,f,1
2.0,1.93,1.97,2.27,21,fri,cantonment,jun,a,1
2.0,1.92,1.99,2.27,21,fri,cantonment,jun,b,1
2.0,1.93,1.99,2.27,21,fri,cantonment,jun,c,1
2.0,1.94,1.99,2.27,21,fri,cantonment,jun,d,1
2.0,1.96,1.99,2.27,21,fri,cantonment,jun,e,1
2.0,2.1,1.96,2.27,21,fri,cantonment,jun,f,1
2.0,1.92,1.97,2.27,21,mon,cantonment,jun,a,1
2.0,2.01,2.04,2.27,21,mon,cantonment,jun,b,1
2.0,2.02,2.04,2.27,21,mon,cantonment,jun,c,1
2.0,2.03,2.04,2.27,21,mon,cantonment,jun,d,1
2.0,2.03,2.04,2.27,21,mon,cantonment,jun,e,1
2.0,1.93,1.96,2.27,21,mon,cantonment,jun,f,1
2.0,1.93,1.97,2.28,21,sun,cantonment,jun,a,1
2.0,2.04,2.04,2.28,21,sun,cantonment,jun,b,1
2.0,2.01,2.04,2.28,21,sun,cantonment,jun,c,1
2.0,2.04,2.04,2.28,21,sun,cantonment,jun,d,1
2.0,2.04,2.04,2.28,21,sun,cantonment,jun,e,1
2.0,1.95,1.96,2.28,21,sun,cantonment,jun,f,1
2.0,1.94,1.97,2.29,21,tue,cantonment,jun,a,1
2.0,2.03,2.04,2.29,21,tue,cantonment,jun,b,1
2.0,2.02,2.04,2.29,21,tue,cantonment,jun,c,1
2.0,2.03,2.04,2.29,21,tue,cantonment,jun,d,1
2.0,2.03,2.04,2.29,21,tue,cantonment,jun,e,1
2.0,1.95,1.96,2.28,21,tue,cantonment,jun,f,1
2.0,1.95,1.97,2.27,22,mon,cantonment,jun,a,1
2.0,2.04,2.04,2.27,22,mon,cantonment,jun,b,1
2.0,2.03,2.04,2.27,22,mon,cantonment,jun,c,1
2.0,2.04,2.04,2.27,22,mon,cantonment,jun,d,1
2.0,2.04,2.04,2.27,22,mon,cantonment,jun,e,1
2.0,1.92,1.96,2.27,22,mon,cantonment,jun,f,1
2.0,1.95,1.97,2.28,22,sat,cantonment,jun,a,1
2.0,2.04,2.04,2.28,22,sat,cantonment,jun,b,1
2.0,2.02,2.04,2.27,22,sat,cantonment,jun,c,1
2.0,2.03,2.04,2.27,22,sat,cantonment,jun,d,1
2.0,2.04,2.04,2.27,22,sat,cantonment,jun,e,1
2.0,1.93,1.96,2.27,22,sat,cantonment,jun,f,1
2.0,1.97,1.97,2.29,22,tue,cantonment,jun,a,1
2.0,2.05,2.04,2.29,22,tue,cantonment,jun,b,1
2.0,2.05,2.04,2.29,22,tue,cantonment,jun,c,1
2.0,2.05,2.04,2.29,22,tue,cantonment,jun,d,1
2.0,2.05,2.04,2.29,22,tue,cantonment,jun,e,1
2.0,1.95,1.96,2.29,22,tue,cantonment,jun,f,1
2.0,1.97,1.97,2.29,22,wed,cantonment,jun,a,1
2.0,2.05,2.04,2.29,22,wed,cantonment,jun,b,1
2.0,2.05,2.04,2.29,22,wed,cantonment,jun,c,1
2.0,2.05,2.04,2.29,22,wed,cantonment,jun,d,1
2.0,2.05,2.04,2.29,22,wed,cantonment,jun,e,1
2.0,1.95,1.96,2.29,22,wed,cantonment,jun,f,1
2.0,1.96,1.97,2.28,23,sun,cantonment,jun,a,1
2.0,2.04,2.04,2.28,23,sun,cantonment,jun,b,1
2.0,2.01,2.04,2.28,23,sun,cantonment,jun,c,1
2.0,2.04,2.04,2.28,23,sun,cantonment,jun,d,1
2.0,2.05,2.04,2.28,23,sun,cantonment,jun,e,1
2.0,1.94,1.96,2.28,23,sun,cantonment,jun,f,1
2.0,1.96,1.97,2.28,23,thu,cantonment,jun,a,1
2.0,2.05,2.04,2.28,23,thu,cantonment,jun,b,1
2.0,2.02,2.04,2.28,23,thu,cantonment,jun,c,1
2.0,2.04,2.04,2.28,23,thu,cantonment,jun,d,1
2.0,2.06,2.04,2.28,23,thu,cantonment,jun,e,1
2.0,1.95,1.96,2.28,23,thu,cantonment,jun,f,1
2.0,1.96,1.97,2.29,23,tue,cantonment,jun,a,1
2.0,2.05,2.04,2.29,23,tue,cantonment,jun,b,1
2.0,2.04,2.04,2.29,23,tue,cantonment,jun,c,1
2.0,2.04,2.04,2.29,23,tue,cantonment,jun,d,1
2.0,2.05,2.04,2.29,23,tue,cantonment,jun,e,1
2.0,1.96,1.96,2.29,23,tue,cantonment,jun,f,1
2.0,1.97,1.97,2.29,23,wed,cantonment,jun,a,1
2.0,2.05,2.04,2.29,23,wed,cantonment,jun,b,1
2.0,2.04,2.04,2.29,23,wed,cantonment,jun,c,1
2.0,2.04,2.04,2.29,23,wed,cantonment,jun,d,1
2.0,2.05,2.04,2.29,23,wed,cantonment,jun,e,1
2.0,1.96,1.96,2.29,23,wed,cantonment,jun,f,1
2.0,1.99,1.97,2.27,24,fri,cantonment,jun,a,1
2.0,1.99,1.99,2.27,24,fri,cantonment,jun,b,1
2.0,1.97,1.99,2.27,24,fri,cantonment,jun,c,1
2.0,1.97,1.99,2.27,24,fri,cantonment,jun,d,1
2.0,2.0,1.99,2.27,24,fri,cantonment,jun,e,1
2.0,2.13,1.96,2.27,24,fri,cantonment,jun,f,1
2.0,1.95,1.97,2.27,24,mon,cantonment,jun,a,1
2.0,2.05,2.04,2.27,24,mon,cantonment,jun,b,1
2.0,2.03,2.04,2.27,24,mon,cantonment,jun,c,1
2.0,2.04,2.04,2.27,24,mon,cantonment,jun,d,1
2.0,2.03,2.04,2.27,24,mon,cantonment,jun,e,1
2.0,1.92,1.96,2.27,24,mon,cantonment,jun,f,1
2.0,1.95,1.97,2.28,24,thu,cantonment,jun,a,1
2.0,2.04,2.04,2.28,24,thu,cantonment,jun,b,1
2.0,2.01,2.04,2.28,24,thu,cantonment,jun,c,1
2.0,2.03,2.04,2.28,24,thu,cantonment,jun,d,1
2.0,2.05,2.04,2.28,24,thu,cantonment,jun,e,1
2.0,1.94,1.96,2.28,24,thu,cantonment,jun,f,1
2.0,1.95,1.97,2.29,24,wed,cantonment,jun,a,1
2.0,2.04,2.04,2.29,24,wed,cantonment,jun,b,1
2.0,2.03,2.04,2.29,24,wed,cantonment,jun,c,1
2.0,2.04,2.04,2.29,24,wed,cantonment,jun,d,1
2.0,2.05,2.04,2.29,24,wed,cantonment,jun,e,1
2.0,1.95,1.96,2.29,24,wed,cantonment,jun,f,1
2.0,1.96,1.97,2.27,25,fri,cantonment,jun,a,1
2.0,1.96,1.99,2.27,25,fri,cantonment,jun,b,1
2.0,1.94,1.99,2.27,25,fri,cantonment,jun,c,1
2.0,1.95,1.99,2.27,25,fri,cantonment,jun,d,1
2.0,1.96,1.99,2.27,25,fri,cantonment,jun,e,1
2.0,2.09,1.96,2.27,25,fri,cantonment,jun,f,1
2.0,1.95,1.97,2.28,25,sat,cantonment,jun,a,1
2.0,2.04,2.04,2.28,25,sat,cantonment,jun,b,1
2.0,2.01,2.04,2.28,25,sat,cantonment,jun,c,1
2.0,2.02,2.04,2.28,25,sat,cantonment,jun,d,1
2.0,2.03,2.04,2.28,25,sat,cantonment,jun,e,1
2.0,1.92,1.96,2.28,25,sat,cantonment,jun,f,1
2.0,1.95,1.97,2.29,25,thu,cantonment,jun,a,1
2.0,2.04,2.04,2.28,25,thu,cantonment,jun,b,1
2.0,2.01,2.04,2.28,25,thu,cantonment,jun,c,1
2.0,2.03,2.04,2.28,25,thu,cantonment,jun,d,1
2.0,2.04,2.04,2.28,25,thu,cantonment,jun,e,1
2.0,1.94,1.96,2.28,25,thu,cantonment,jun,f,1
2.0,1.95,1.97,2.29,25,tue,cantonment,jun,a,1
2.0,2.04,2.04,2.29,25,tue,cantonment,jun,b,1
2.0,2.03,2.04,2.29,25,tue,cantonment,jun,c,1
2.0,2.03,2.04,2.29,25,tue,cantonment,jun,d,1
2.0,2.04,2.04,2.29,25,tue,cantonment,jun,e,1
2.0,1.94,1.96,2.29,25,tue,cantonment,jun,f,1
2.0,1.97,1.97,2.27,26,fri,cantonment,jun,a,1
2.0,1.97,1.99,2.27,26,fri,cantonment,jun,b,1
2.0,1.95,1.99,2.27,26,fri,cantonment,jun,c,1
2.0,1.95,1.99,2.27,26,fri,cantonment,jun,d,1
2.0,1.96,1.99,2.27,26,fri,cantonment,jun,e,1
2.0,2.09,1.96,2.27,26,fri,cantonment,jun,f,1
2.0,1.96,1.97,2.28,26,sat,cantonment,jun,a,1
2.0,2.05,2.04,2.28,26,sat,cantonment,jun,b,1
2.0,2.02,2.04,2.28,26,sat,cantonment,jun,c,1
2.0,2.02,2.04,2.28,26,sat,cantonment,jun,d,1
2.0,2.03,2.04,2.28,26,sat,cantonment,jun,e,1
2.0,1.92,1.96,2.28,26,sat,cantonment,jun,f,1
2.0,1.95,1.97,2.28,26,sun,cantonment,jun,a,1
2.0,2.04,2.04,2.28,26,sun,cantonment,jun,b,1
2.0,2.0,2.04,2.28,26,sun,cantonment,jun,c,1
2.0,2.03,2.04,2.28,26,sun,cantonment,jun,d,1
2.0,2.04,2.04,2.28,26,sun,cantonment,jun,e,1
2.0,1.93,1.96,2.28,26,sun,cantonment,jun,f,1
2.0,1.95,1.97,2.29,26,wed,cantonment,jun,a,1
2.0,2.04,2.04,2.29,26,wed,cantonment,jun,b,1
2.0,2.03,2.04,2.29,26,wed,cantonment,jun,c,1
2.0,2.03,2.04,2.29,26,wed,cantonment,jun,d,1
2.0,2.04,2.04,2.29,26,wed,cantonment,jun,e,1
2.0,1.94,1.96,2.29,26,wed,cantonment,jun,f,1
2.0,1.94,1.97,2.27,27,mon,cantonment,jun,a,1
2.0,2.03,2.04,2.27,27,mon,cantonment,jun,b,1
2.0,2.04,2.04,2.27,27,mon,cantonment,jun,c,1
2.0,2.07,2.04,2.27,27,mon,cantonment,jun,d,1
2.0,2.06,2.04,2.27,27,mon,cantonment,jun,e,1
2.0,1.93,1.96,2.27,27,mon,cantonment,jun,f,1
2.0,1.95,1.97,2.28,27,sat,cantonment,jun,a,1
2.0,2.04,2.04,2.28,27,sat,cantonment,jun,b,1
2.0,2.02,2.04,2.28,27,sat,cantonment,jun,c,1
2.0,2.04,2.04,2.28,27,sat,cantonment,jun,d,1
2.0,2.06,2.04,2.28,27,sat,cantonment,jun,e,1
2.0,1.94,1.96,2.28,27,sat,cantonment,jun,f,1
2.0,1.95,1.97,2.28,27,sun,cantonment,jun,a,1
2.0,2.04,2.04,2.28,27,sun,cantonment,jun,b,1
2.0,2.02,2.04,2.28,27,sun,cantonment,jun,c,1
2.0,2.06,2.04,2.28,27,sun,cantonment,jun,d,1
2.0,2.07,2.04,2.28,27,sun,cantonment,jun,e,1
2.0,1.95,1.96,2.28,27,sun,cantonment,jun,f,1
2.0,1.95,1.97,2.29,27,thu,cantonment,jun,a,1
2.0,2.03,2.04,2.29,27,thu,cantonment,jun,b,1
2.0,2.01,2.04,2.29,27,thu,cantonment,jun,c,1
2.0,2.06,2.04,2.28,27,thu,cantonment,jun,d,1
2.0,2.06,2.04,2.28,27,thu,cantonment,jun,e,1
2.0,1.94,1.96,2.28,27,thu,cantonment,jun,f,1
2.0,1.96,1.97,2.27,28,fri,cantonment,jun,a,1
2.0,1.91,1.99,2.27,28,fri,cantonment,jun,b,1
2.0,1.92,1.99,2.27,28,fri,cantonment,jun,c,1
2.0,1.94,1.99,2.27,28,fri,cantonment,jun,d,1
2.0,1.94,1.99,2.27,28,fri,cantonment,jun,e,1
2.0,2.07,1.96,2.27,28,fri,cantonment,jun,f,1
2.0,1.96,1.97,2.27,28,mon,cantonment,jun,a,1
2.0,2.01,2.04,2.27,28,mon,cantonment,jun,b,1
2.0,2.02,2.04,2.27,28,mon,cantonment,jun,c,1
2.0,2.03,2.04,2.27,28,mon,cantonment,jun,d,1
2.0,2.01,2.04,2.27,28,mon,cantonment,jun,e,1
2.0,1.9,1.96,2.27,28,mon,cantonment,jun,f,1
2.0,1.97,1.97,2.28,28,sun,cantonment,jun,a,1
2.0,2.01,2.04,2.28,28,sun,cantonment,jun,b,1
2.0,1.99,2.04,2.28,28,sun,cantonment,jun,c,1
2.0,2.01,2.04,2.28,28,sun,cantonment,jun,d,1
2.0,2.02,2.04,2.28,28,sun,cantonment,jun,e,1
2.0,1.91,1.96,2.28,28,sun,cantonment,jun,f,1
2.0,1.98,1.97,2.29,28,tue,cantonment,jun,a,1
2.0,2.01,2.04,2.29,28,tue,cantonment,jun,b,1
2.0,2.01,2.04,2.29,28,tue,cantonment,jun,c,1
2.0,2.01,2.04,2.29,28,tue,cantonment,jun,d,1
2.0,2.02,2.04,2.29,28,tue,cantonment,jun,e,1
2.0,1.92,1.96,2.29,28,tue,cantonment,jun,f,1
2.0,2.17,2.26,2.28,29,mon,cantonment,jun,a,1
2.0,2.0,2.26,2.28,29,mon,cantonment,jun,b,1
2.0,2.0,2.26,2.27,29,mon,cantonment,jun,c,1
2.0,1.99,2.26,2.27,29,mon,cantonment,jun,d,1
2.0,1.98,2.26,2.27,29,mon,cantonment,jun,e,1
2.0,2.01,2.26,2.27,29,mon,cantonment,jun,f,1
2.0,2.17,2.26,2.28,29,sat,cantonment,jun,a,1
2.0,1.99,2.26,2.28,29,sat,cantonment,jun,b,1
2.0,1.98,2.26,2.28,29,sat,cantonment,jun,c,1
2.0,1.96,2.26,2.28,29,sat,cantonment,jun,d,1
2.0,1.97,2.26,2.28,29,sat,cantonment,jun,e,1
2.0,2.01,2.26,2.28,29,sat,cantonment,jun,f,1
2.0,2.17,2.26,2.29,29,tue,cantonment,jun,a,1
2.0,1.98,2.26,2.29,29,tue,cantonment,jun,b,1
2.0,1.98,2.26,2.29,29,tue,cantonment,jun,c,1
2.0,1.96,2.26,2.29,29,tue,cantonment,jun,d,1
2.0,1.96,2.26,2.29,29,tue,cantonment,jun,e,1
2.0,2.0,2.26,2.29,29,tue,cantonment,jun,f,1
2.0,2.16,2.26,2.29,29,wed,cantonment,jun,a,1
2.0,1.98,2.26,2.29,29,wed,cantonment,jun,b,1
2.0,1.97,2.26,2.29,29,wed,cantonment,jun,c,1
2.0,1.95,2.26,2.29,29,wed,cantonment,jun,d,1
2.0,1.95,2.26,2.29,29,wed,cantonment,jun,e,1
2.0,1.99,2.26,2.29,29,wed,cantonment,jun,f,1
2.0,2.14,2.26,2.28,30,sun,cantonment,jun,a,1
2.0,2.0,2.26,2.28,30,sun,cantonment,jun,b,1
2.0,1.97,2.26,2.28,30,sun,cantonment,jun,c,1
2.0,2.0,2.26,2.28,30,sun,cantonment,jun,d,1
2.0,2.0,2.26,2.28,30,sun,cantonment,jun,e,1
2.0,2.12,2.26,2.28,30,sun,cantonment,jun,f,1
2.0,2.14,2.26,2.29,30,thu,cantonment,jun,a,1
2.0,1.99,2.26,2.29,30,thu,cantonment,jun,b,1
2.0,1.97,2.26,2.29,30,thu,cantonment,jun,c,1
2.0,2.0,2.26,2.29,30,thu,cantonment,jun,d,1
2.0,2.0,2.26,2.29,30,thu,cantonment,jun,e,1
2.0,2.07,2.26,2.29,30,thu,cantonment,jun,f,1
2.0,2.06,2.26,2.29,30,tue,cantonment,jun,a,1
2.0,1.97,2.26,2.29,30,tue,cantonment,jun,b,1
2.0,1.98,2.26,2.29,30,tue,cantonment,jun,c,1
2.0,1.99,2.26,2.29,30,tue,cantonment,jun,d,1
2.0,1.99,2.26,2.29,30,tue,cantonment,jun,e,1
2.0,2.07,2.26,2.29,30,tue,cantonment,jun,f,1
2.0,2.09,2.26,2.3,30,wed,cantonment,jun,a,1
2.0,1.97,2.26,2.3,30,wed,cantonment,jun,b,1
2.0,1.97,2.26,2.29,30,wed,cantonment,jun,c,1
2.0,1.98,2.26,2.29,30,wed,cantonment,jun,d,1
2.0,1.98,2.26,2.29,30,wed,cantonment,jun,e,1
2.0,2.06,2.26,2.29,30,wed,cantonment,jun,f,1
2.0,2.08,2.24,2.17,1,fri,cantonment,mar,a,1
2.0,2.02,2.24,2.17,1,fri,cantonment,mar,b,1
2.0,2.11,2.24,2.17,1,fri,cantonment,mar,c,1
2.0,2.09,2.24,2.17,1,fri,cantonment,mar,d,1
2.0,2.06,2.24,2.17,1,fri,cantonment,mar,e,1
2.0,2.16,2.24,2.17,1,fri,cantonment,mar,f,1
2.0,2.09,2.24,2.18,1,mon,cantonment,mar,a,1
2.0,1.88,2.24,2.18,1,mon,cantonment,mar,b,1
2.0,1.98,2.24,2.18,1,mon,cantonment,mar,c,1
2.0,1.94,2.24,2.18,1,mon,cantonment,mar,d,1
2.0,1.93,2.24,2.18,1,mon,cantonment,mar,e,1
2.0,2.05,2.24,2.18,1,mon,cantonment,mar,f,1
2.0,2.12,2.24,2.19,1,sun,cantonment,mar,a,1
2.0,1.92,2.24,2.19,1,sun,cantonment,mar,b,1
2.0,1.95,2.24,2.19,1,sun,cantonment,mar,c,1
2.0,1.96,2.24,2.18,1,sun,cantonment,mar,d,1
2.0,1.95,2.24,2.18,1,sun,cantonment,mar,e,1
2.0,2.09,2.24,2.18,1,sun,cantonment,mar,f,1
2.0,2.15,2.24,2.19,1,tue,cantonment,mar,a,1
2.0,1.96,2.24,2.19,1,tue,cantonment,mar,b,1
2.0,1.95,2.24,2.19,1,tue,cantonment,mar,c,1
2.0,1.94,2.24,2.19,1,tue,cantonment,mar,d,1
2.0,1.93,2.24,2.19,1,tue,cantonment,mar,e,1
2.0,2.07,2.24,2.19,1,tue,cantonment,mar,f,1
2.0,2.14,2.24,2.18,2,mon,cantonment,mar,a,1
2.0,1.95,2.24,2.18,2,mon,cantonment,mar,b,1
2.0,2.0,2.24,2.18,2,mon,cantonment,mar,c,1
2.0,1.98,2.24,2.18,2,mon,cantonment,mar,d,1
2.0,1.98,2.24,2.18,2,mon,cantonment,mar,e,1
2.0,2.1,2.24,2.18,2,mon,cantonment,mar,f,1
2.0,2.17,2.24,2.18,2,sat,cantonment,mar,a,1
2.0,1.98,2.24,2.18,2,sat,cantonment,mar,b,1
2.0,2.01,2.24,2.18,2,sat,cantonment,mar,c,1
2.0,2.02,2.24,2.18,2,sat,cantonment,mar,d,1
2.0,2.03,2.24,2.18,2,sat,cantonment,mar,e,1
2.0,2.14,2.24,2.18,2,sat,cantonment,mar,f,1
2.0,2.17,2.24,2.19,2,tue,cantonment,mar,a,1
2.0,1.99,2.24,2.19,2,tue,cantonment,mar,b,1
2.0,2.01,2.24,2.19,2,tue,cantonment,mar,c,1
2.0,2.02,2.24,2.19,2,tue,cantonment,mar,d,1
2.0,2.01,2.24,2.19,2,tue,cantonment,mar,e,1
2.0,2.13,2.24,2.19,2,tue,cantonment,mar,f,1
2.0,2.15,2.24,2.2,2,wed,cantonment,mar,a,1
2.0,1.98,2.24,2.2,2,wed,cantonment,mar,b,1
2.0,1.97,2.24,2.2,2,wed,cantonment,mar,c,1
2.0,2.0,2.24,2.2,2,wed,cantonment,mar,d,1
2.0,1.99,2.24,2.2,2,wed,cantonment,mar,e,1
2.0,2.11,2.24,2.2,2,wed,cantonment,mar,f,1
2.0,1.95,1.97,2.19,3,sun,cantonment,mar,a,1
2.0,2.02,2.04,2.19,3,sun,cantonment,mar,b,1
2.0,2.0,2.04,2.19,3,sun,cantonment,mar,c,1
2.0,2.04,2.04,2.19,3,sun,cantonment,mar,d,1
